,funding_total_usd,country_code,funding_rounds,time_between_first_last_funding,days_in_business,status,Industry_Group_Biotechnology,Industry_Group_Commerce and Shopping,Industry_Group_Community and Lifestyle,Industry_Group_Health Care,Industry_Group_Information Technology,Industry_Group_Internet Services,Industry_Group_Other,Industry_Group_Software
2284,5000000,USA,1,0,912,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2285,295519,Other,2,133,632,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2286,2500000,USA,1,0,1704,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2287,15000000,USA,2,578,4015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2288,3295397,USA,3,1235,3650,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2289,2700000,USA,1,0,2590,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2290,12120000,Other,2,323,2875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2291,3535000,USA,1,0,1824,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2292,10000,USA,2,640,2317,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2293,21189,Other,2,241,1824,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2294,99000000,Other,1,0,4381,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295,125000000,Other,7,1734,6968,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2296,17393712,USA,1,0,5842,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2297,135000,USA,1,0,3285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2298,3508711,USA,3,248,2250,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,12000000,USA,1,0,3593,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2300,12500000,USA,2,413,9129,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2301,2883196,USA,1,0,1652,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2302,1116000,USA,4,869,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2303,173628,Other,1,0,1368,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2304,8150000,USA,4,974,3285,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305,500000,Other,1,0,850,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2306,3000000,USA,1,0,4015,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2307,500000,Other,1,0,3986,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2308,42000000,USA,3,1135,6937,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2309,34060000,Other,1,0,7303,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2310,26914000,USA,3,2372,5842,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2311,20000000,USA,1,0,7974,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2312,3496500,Other,1,0,1330,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2313,393669,Other,1,0,2060,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2314,1600000,USA,2,438,1379,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2315,16200000,USA,2,217,2189,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2316,5294000,Other,2,101,2994,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2317,7250000,Other,1,0,1459,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2318,35000,USA,1,0,2554,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2319,6300000,USA,2,142,1093,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2320,3440000,USA,2,967,3012,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2321,3650000,Other,1,0,3575,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2322,35013694,USA,2,288,3285,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2323,40000,USA,1,0,1643,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2324,12500000,Other,2,476,1520,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2325,64080000,USA,3,1542,4746,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2326,1875000,USA,1,0,4381,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2327,2900150,USA,1,0,4991,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2328,100000,USA,1,0,797,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2329,3359333,USA,5,1023,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2330,2500000,Other,1,0,604,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2331,900000,USA,2,134,939,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2332,80000000,USA,1,0,4746,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333,750000,USA,1,0,516,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2334,42952301,USA,6,3951,5842,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2335,37000000,USA,1,0,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2336,150000,USA,1,0,1215,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2337,611076,USA,1,0,1459,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2338,61949000,Other,3,812,2302,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2339,178540,USA,1,0,2189,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2340,2323000,USA,1,0,4746,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2341,1000000,USA,1,0,759,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2342,500000,USA,1,0,1093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2343,1760000,USA,2,385,2189,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2344,118352074,USA,6,1470,6937,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2345,4000000,Other,1,0,1093,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2346,200000,USA,1,0,2373,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2347,1591580,Other,3,696,1287,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2348,20995129,USA,7,1598,2554,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2349,1565000,USA,2,311,2154,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2350,350000,USA,1,0,4746,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2351,1750000,USA,1,0,2189,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2352,9050000,Other,3,1979,3718,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2353,4650000,USA,2,423,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2354,81200000,USA,4,2204,4746,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2355,100000,USA,1,0,1490,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2356,1670000,Other,1,0,2126,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2357,7580000,Other,2,862,3628,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2358,64700000,USA,2,225,9129,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2359,80000,Other,1,0,1428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2360,3500000,USA,1,0,531,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2361,1100000,USA,1,0,5476,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2362,360000,USA,4,2881,3481,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2363,9513175,Other,3,792,5111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2364,5000000,USA,1,0,3285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2365,54000000,Other,2,190,3650,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2366,400000,Other,1,0,2860,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2367,13050000,USA,2,456,5842,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2368,3100000,Other,1,0,749,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2369,52700000,USA,1,0,1451,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2370,10000000,USA,1,0,6207,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2371,7100000,USA,2,514,3650,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2372,1500000,USA,1,0,5476,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2373,1275000,USA,1,0,1156,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2374,3380000,Other,1,0,2591,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2375,99360000,USA,2,578,5842,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2376,25000,Other,1,0,2189,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2377,2450000,USA,2,243,2342,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2378,622000,USA,1,0,6572,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2379,23500000,Other,2,103,6207,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2380,10000,USA,1,0,1886,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2381,690000,USA,1,0,602,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2382,5250000,USA,3,1941,1824,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2383,5025000,USA,2,3847,5476,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2384,400000,USA,1,0,632,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2385,1800000,USA,1,0,1368,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2386,3500000,USA,1,0,1459,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2387,35000,USA,1,0,1771,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2388,250000,USA,1,0,758,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2389,600000,USA,1,0,3285,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2390,4080000,USA,1,0,7303,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2391,300000,USA,1,0,1459,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2392,62791270,Other,5,3396,4381,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2393,1461360,Other,1,0,1266,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2394,2878977,Other,2,593,1793,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2395,3030821,USA,1,0,532,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2396,3000000,Other,1,0,3956,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2397,2900000,Other,1,0,3285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2398,50000,USA,1,0,2135,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2399,25492899,USA,2,2,1128,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,1000000,USA,1,0,1824,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2401,1347000,USA,2,805,2283,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2402,7000000,USA,1,0,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2403,1000000,USA,1,0,4381,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2404,50000000,USA,2,184,765,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2405,2000000,USA,1,0,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2406,955000,USA,2,1250,4015,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2407,1120500,USA,2,370,1581,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2408,283500,USA,1,0,687,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2409,600000,USA,1,0,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2410,2049999,USA,3,1357,4015,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2411,200000,Other,1,0,1459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2412,46000000,USA,2,1142,1933,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2413,3500000,Other,1,0,3650,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2414,2500000,Other,1,0,2554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2415,275000,USA,1,0,2209,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2416,2500000,USA,1,0,2189,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2417,195000,USA,1,0,1459,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2418,15564591,USA,3,1277,3895,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2419,3900000,USA,2,262,4746,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2420,110000000,Other,3,1510,2130,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2421,13425000,USA,5,2246,3650,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2422,30000000,USA,1,0,8764,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2423,12638309,USA,3,1442,5111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2424,1083000,USA,2,600,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2425,1000000,USA,1,0,8398,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2426,14000000,USA,1,0,2920,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2427,40269828,Other,1,0,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2428,2000000,USA,1,0,1569,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2429,10000,USA,1,0,1292,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2430,40000,USA,1,0,1093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2431,3665350,USA,4,1242,3285,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2432,58900000,USA,7,4469,6207,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2433,65982896,USA,3,1523,4381,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2434,6750000,USA,1,0,5111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2435,12000000,USA,1,0,5111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2436,3000000,Other,1,0,3148,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2437,30400002,Other,3,1077,2189,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2438,34288808,USA,8,1590,4015,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2439,28000000,USA,5,650,4015,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2440,53999998,USA,3,902,3650,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2441,40000,Other,1,0,1093,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2442,2350000,USA,1,0,539,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2443,589000,Other,1,0,1824,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2444,3239000,Other,2,373,3834,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2445,100,USA,1,0,726,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2446,40000,Other,1,0,1520,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2447,40000,USA,1,0,1810,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2448,26240000,USA,3,3187,6572,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2449,150000,Other,1,0,4017,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2450,10000,Other,1,0,3073,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2451,50000,USA,1,0,3108,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2452,3276082,USA,2,381,1093,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2453,3200000,USA,1,0,2189,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2454,200000,USA,1,0,1093,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2455,30000000,USA,2,280,1824,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2456,90000,USA,1,0,2554,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2457,8500000,Other,1,0,1926,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2458,250000,USA,2,604,2347,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2459,28100000,USA,3,913,4746,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2460,3176477,Other,1,0,3619,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2461,2336224,USA,2,358,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2462,18000,Other,1,0,728,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2463,10000000,USA,2,811,2920,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2464,1000000,Other,1,0,4746,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2465,410000,USA,1,0,3285,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2466,185740,USA,2,2120,4207,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2467,18826300,Other,2,1741,5476,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2468,800000,USA,1,0,1459,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2469,2500000,USA,1,0,1461,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2470,31500000,USA,1,0,5111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2471,7000000,USA,2,440,2189,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2472,85381111,USA,5,1413,3650,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2473,11000,Other,1,0,881,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2474,2000000,USA,1,0,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2475,2500000,Other,1,0,861,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2476,7000,USA,1,0,6274,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2477,130000,Other,2,1306,2054,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2478,125439500,Other,2,460,4595,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2479,1000000,Other,1,0,908,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2480,390000,USA,1,0,1977,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2481,12200000,USA,3,694,1737,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2482,6000,USA,1,0,1459,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2483,25940053,USA,5,1553,2554,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2484,848798,Other,2,1,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2485,145000,USA,2,335,1215,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2486,6883956,USA,3,804,3285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2487,124690,Other,1,0,5111,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2488,500000,USA,1,0,3285,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2489,30000000,USA,1,0,5111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2490,47409,USA,1,0,963,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2491,3770000,USA,1,0,4396,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2492,2254193,Other,1,0,2882,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2493,15000000,USA,1,0,1093,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2494,17047324,USA,3,2389,5476,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2495,81166500,USA,6,1876,2615,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2496,250000,USA,1,0,1459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2497,28257446,USA,3,642,2604,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2498,12000000,Other,1,0,2497,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2499,3000000,USA,1,0,6207,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2500,1310000,Other,1,0,3605,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2501,38200000,USA,4,1421,2554,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2502,1946775,USA,2,245,2554,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2503,3750000,Other,1,0,1003,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2504,200000,USA,1,0,4381,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2505,1325000,USA,1,0,1824,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2506,2590000,Other,1,0,6937,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2507,905300,USA,2,582,2554,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2508,2000000,USA,1,0,589,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2509,13500000,USA,1,0,916,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2510,864500,USA,1,0,1504,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2511,1000000,USA,1,0,1307,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2512,6025000,USA,3,274,1605,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2513,3615000,USA,2,71,2920,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2514,18664050,USA,1,0,7303,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2515,107000000,USA,1,0,6572,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2516,33320000,USA,6,1081,4015,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2517,18999997,USA,1,0,2977,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2518,1800180,USA,1,0,2153,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2519,539000,Other,1,0,4381,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2520,482000,Other,2,372,2920,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2521,360000,USA,1,0,638,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2522,100000000,USA,1,0,1824,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2523,20000000,USA,1,0,4746,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2524,28000000,USA,1,0,3650,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2525,6000,Other,1,0,3165,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2526,34860000,USA,3,1455,5842,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2527,453000,USA,3,2346,4381,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2528,213000,USA,1,0,686,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2529,1164000,USA,1,0,3650,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2530,40000000,USA,1,0,4015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2531,1200000,Other,1,0,828,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2532,14876146,Other,3,275,2099,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2533,4099999,Other,1,0,1246,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2534,20000,Other,1,0,2309,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2535,3500000,USA,1,0,3285,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2536,10000000,Other,1,0,4746,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2537,525000,USA,1,0,517,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2538,3000000,Other,1,0,7303,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2539,3500000,USA,1,0,1233,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2540,25000000,USA,2,1155,7212,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2541,40000,Other,1,0,1619,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2542,1850000,Other,2,92,1062,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2543,50000,Other,1,0,1824,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2544,500000,Other,1,0,1338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2545,600000,USA,2,1070,2554,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2546,500000,Other,1,0,1297,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2547,187500,USA,1,0,608,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2548,1800000,Other,1,0,1459,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2549,250000,Other,1,0,2281,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2550,7500,Other,1,0,1793,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2551,1833943,USA,2,399,4015,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2552,34000000,Other,2,813,2189,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2553,16925741,USA,3,1471,5111,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2554,5600000,USA,2,1641,4321,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2555,18522536,Other,5,2262,4746,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2556,7000000,USA,1,0,5476,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
